#From,To,Type (1: Power Flow ; 2:Power Injection; 3: Voltage Angle)
6723,6831,1
6723,8704,1
6723,9181,1
6724,1161,1
6724,7492,1
6724,7816,1
6724,8342,1
6725,2694,1
6726,2198,1
6729,1211,1
6729,8754,1
6730,3912,1
6731,3402,1
6732,8717,1
6733,508,1
6733,1361,1
6733,5886,1
6734,1015,1
6734,3492,1
6735,3205,1
6736,4414,1
6738,2526,1
6738,3613,1
6738,6901,1
6739,4372,1
6740,715,1
6742,5458,1
6744,804,1
6744,6101,1
6745,3673,1
6749,3291,1
6750,5498,1
6750,8273,1
6751,6294,1
6753,3578,1
6754,6190,1
6757,6921,1
6758,4304,1
6758,5966,1
6760,4807,1
6761,7087,1
6761,8408,1
6762,345,1
6764,857,1
6764,8643,1
6765,5606,1
6765,6437,1
6766,6017,1
6767,1687,1
6767,6412,1
6768,2566,1
6768,4096,1
6769,3178,1
6769,7644,1
6770,831,1
6770,3964,1
6770,8705,1
6771,3544,1
6771,4806,1
6772,6989,1
6774,3588,1
6774,6819,1
6775,8619,1
6776,3832,1
6776,5766,1
6777,1663,1
6777,1994,1
6779,259,1
6781,5432,1
6782,4278,1
6782,6507,1
6783,5923,1
6783,6359,1
6784,7286,1
6785,6889,1
6787,9227,1
6788,5981,1
6788,6082,1
6790,1885,1
6790,5314,1
6792,9020,1
6793,1759,1
6794,1863,1
6794,8414,1
6794,8779,1
6795,2562,1
6795,5333,1
6796,2718,1
6796,8227,1
6797,2403,1
6800,760,1
6800,1285,1
6802,1153,1
6802,3918,1
6803,8794,1
6804,8839,1
6805,6144,1
6806,1609,1
6806,2438,1
6807,851,1
6807,6153,1
6809,437,1
6809,4770,1
6809,4904,1
6809,6649,1
6809,6810,1
6809,7123,1
6810,9113,1
6812,3568,1
6816,4661,1
6816,5120,1
6816,5573,1
6818,743,1
6818,8496,1
6821,5222,1
6821,8365,1
6821,8911,1
6822,899,1
6824,5748,1
6825,4716,1
6826,228,1
6826,2299,1
6826,5776,1
6826,9192,1
6829,328,1
6829,4844,1
6829,7854,1
6830,2903,1
6831,4513,1
6831,5686,1
6832,4797,1
6836,5767,1
6838,1106,1
6840,2324,1
6840,5321,1
6841,8936,1
6843,1661,1
6843,7739,1
6844,1595,1
6847,98,1
6847,600,1
6847,7954,1
6848,260,1
6848,1268,1
6848,5680,1
6848,5682,1
6848,7500,1
6848,7711,1
6849,3570,1
6851,460,1
6851,4930,1
6852,1539,1
6852,5051,1
6853,462,1
6853,1761,1
6853,2292,1
6855,7734,1
6856,3414,1
6856,9196,1
6857,2732,1
6860,8859,1
6861,3953,1
6862,5752,1
6863,1032,1
6863,6594,1
6864,309,1
6866,136,1
6867,2831,1
6868,4278,1
6869,1632,1
6869,3489,1
6869,8301,1
6870,5046,1
6871,1346,1
6872,740,1
6873,4422,1
6874,7922,1
6876,2282,1
6879,4181,1
6879,6299,1
6879,7417,1
6879,7659,1
6880,8992,1
6883,7860,1
6884,4059,1
6885,448,1
6885,6819,1
6886,79,1
6886,4500,1
6888,2426,1
6888,6168,1
6889,661,1
6889,4024,1
6890,2104,1
6890,4429,1
6891,3916,1
6893,7217,1
6894,3330,1
6894,3431,1
6894,4859,1
6894,5717,1
6894,6458,1
6894,8332,1
6894,8938,1
6897,5490,1
6898,591,1
6898,7705,1
6899,2911,1
6899,5404,1
6900,2736,1
6901,4874,1
6904,3633,1
6905,3247,1
6906,2429,1
6906,6965,1
6906,8725,1
6910,2634,1
6912,8394,1
6914,8415,1
6916,1824,1
6916,5298,1
6917,6632,1
6921,432,1
6921,6624,1
6921,8200,1
6922,1295,1
6923,548,1
6923,1597,1
6923,1989,1
6924,5229,1
6925,1180,1
6926,3327,1
6927,3199,1
6927,4517,1
6928,176,1
6931,5244,1
6932,3442,1
6933,3237,1
6934,4228,1
6936,1021,1
6936,6397,1
6936,7075,1
6936,8210,1
6937,791,1
6938,7768,1
6939,3180,1
6939,6560,1
6939,6778,1
6939,7619,1
6940,2432,1
6940,3857,1
6941,1772,1
6941,4633,1
6942,6761,1
6943,4551,1
6944,1166,1
6944,8394,1
6945,8008,1
6946,7240,1
6947,8807,1
6948,5943,1
6951,2396,1
6951,4225,1
6951,4722,1
6952,3793,1
6952,8691,1
6955,7001,1
6957,1678,1
6957,8082,1
6958,2905,1
6960,2562,1
6960,5643,1
6960,7037,1
6961,6376,1
6963,3228,1
6963,3972,1
6964,6879,1
6964,7002,1
6965,5433,1
6965,5555,1
6966,1088,1
6966,4109,1
6967,4635,1
6967,7931,1
6968,1829,1
6968,7774,1
6969,5573,1
6970,4632,1
6971,2677,1
6972,2013,1
6972,8924,1
6973,4471,1
6974,8922,1
6975,6770,1
6976,3681,1
6977,8503,1
6979,5040,1
6979,6617,1
6981,2712,1
6981,5116,1
6982,718,1
6982,1305,1
6982,1914,1
6982,7738,1
6985,1501,1
6987,585,1
6987,7884,1
6988,4169,1
6991,4667,1
6991,5811,1
6992,49,1
6993,107,1
6993,4620,1
6994,693,1
6994,5348,1
6994,5970,1
6995,291,1
6995,488,1
6996,3761,1
6996,9108,1
6997,3116,1
6997,7748,1
6998,6356,1
6998,8772,1
6999,942,1
6999,4008,1
7000,4184,1
7001,646,1
7001,5739,1
7003,2557,1
7003,8794,1
7004,3370,1
7006,484,1
7008,2389,1
7008,5229,1
7009,5649,1
7010,2198,1
7011,4614,1
7011,6028,1
7011,6058,1
7012,6698,1
7013,6326,1
7014,217,1
7015,4250,1
7015,4590,1
7016,834,1
7016,1882,1
7017,2707,1
7017,4697,1
7017,4903,1
7018,194,1
7018,3509,1
7018,4846,1
7018,5974,1
7018,8017,1
7018,8784,1
7021,3324,1
7022,34,1
7022,636,1
7023,5867,1
7024,2354,1
7024,3165,1
7025,3787,1
7025,7089,1
7026,5432,1
7027,356,1
7027,464,1
7027,1789,1
7027,3432,1
7029,33,1
7029,2437,1
7031,7420,1
7033,8469,1
7034,1521,1
7035,1066,1
7035,1253,1
7035,8421,1
7036,7464,1
7037,6254,1
7039,7135,1
7040,4802,1
7040,7536,1
7041,2006,1
7041,5662,1
7041,6504,1
7043,5193,1
7044,402,1
7045,6550,1
7046,912,1
7047,21,1
7047,1551,1
7047,8535,1
7048,3029,1
7048,5157,1
7049,2754,1
7050,3740,1
7050,4908,1
7050,8732,1
7051,659,1
7051,8847,1
7052,2079,1
7053,3193,1
7054,6758,1
7055,2145,1
7056,4494,1
7057,1832,1
7058,5163,1
7058,7556,1
7060,409,1
7060,9207,1
7062,5307,1
7063,7448,1
7066,1688,1
7066,3020,1
7069,148,1
7070,2208,1
7070,4239,1
7070,4484,1
7071,1269,1
7071,6622,1
7072,8965,1
7074,8436,1
7076,7626,1
7077,1324,1
7079,8088,1
7080,6157,1
7081,1429,1
7081,1928,1
7081,2502,1
7082,1581,1
7082,2891,1
7082,4849,1
7082,6655,1
7083,1515,1
7083,9022,1
7084,836,1
7084,852,1
7086,73,1
7088,95,1
7088,3901,1
7088,5318,1
7090,1913,1
7090,3206,1
7090,7844,1
7093,3332,1
7093,7207,1
7094,2718,1
7096,5060,1
7096,6681,1
7098,7341,1
7099,640,1
7099,6440,1
7100,1537,1
7102,4023,1
7103,6070,1
7105,4022,1
7105,8172,1
7107,2588,1
7109,3873,1
7109,5487,1
7109,6801,1
7110,5280,1
7110,5823,1
7111,825,1
7111,1671,1
7111,4202,1
7114,6007,1
7114,6569,1
7115,6807,1
7116,1148,1
7116,1657,1
7116,4793,1
7117,2228,1
7118,6568,1
7119,2078,1
7119,7021,1
7119,7873,1
7120,3192,1
7120,3511,1
7121,815,1
7121,8319,1
7122,2113,1
7124,6203,1
7127,1624,1
7128,6085,1
7130,645,1
7131,1335,1
7134,203,1
7134,1626,1
7137,5831,1
7137,7310,1
7138,5618,1
7138,6288,1
7138,7586,1
7139,8186,1
7140,5090,1
7140,6507,1
7141,2474,1
7142,8363,1
7142,9078,1
7144,7791,1
7145,3282,1
7147,1054,1
7147,2186,1
7148,6989,1
7149,4678,1
7150,7131,1
7150,8295,1
7151,2609,1
7151,8127,1
7152,8943,1
7153,2963,1
7154,3107,1
7154,4064,1
7154,7667,1
7155,1652,1
7155,5123,1
7158,4097,1
7160,8948,1
7161,6886,1
7162,8060,1
7163,5519,1
7164,5420,1
7164,8672,1
7164,9222,1
7165,1001,1
7165,8853,1
7166,4421,1
7167,3560,1
7168,365,1
7169,4175,1
7170,1425,1
7171,782,1
7173,2243,1
7174,3326,1
7175,5716,1
7175,7035,1
7176,3179,1
7177,5654,1
7178,2328,1
7178,2467,1
7179,347,1
7180,2168,1
7180,6069,1
7181,4605,1
7183,8931,1
7184,820,1
7184,6551,1
7185,6035,1
7185,6185,1
7186,508,1
7187,4010,1
7187,4982,1
7188,3459,1
7190,1718,1
7191,2907,1
7193,473,1
7195,199,1
7195,3868,1
7196,4253,1
7197,5398,1
7198,1079,1
7198,7786,1
7198,8517,1
7199,6770,1
7200,3410,1
7200,3756,1
7200,5218,1
7201,3752,1
7202,8807,1
7203,507,1
7204,4848,1
7205,2639,1
7205,4329,1
7207,2513,1
7207,3332,1
7208,6827,1
7209,778,1
7209,2934,1
7210,5541,1
7211,5540,1
7214,372,1
7215,5193,1
7216,1446,1
7216,5578,1
7216,7598,1
7219,135,1
7219,3742,1
7219,6411,1
7222,4816,1
7223,7140,1
7225,9227,1
7226,2591,1
7226,3231,1
7227,926,1
7228,5883,1
7228,6121,1
7228,6741,1
7231,3390,1
7232,1744,1
7234,830,1
7234,7108,1
7234,7182,1
7235,5665,1
7236,4098,1
7236,7252,1
7237,8536,1
7238,8341,1
7239,3973,1
7239,5778,1
7240,5719,1
7243,1178,1
7245,8698,1
7246,23,1
7246,5408,1
7247,3653,1
7248,99,1
7248,3123,1
7248,4283,1
7248,8139,1
7249,3692,1
7249,8207,1
7250,1171,1
7251,8394,1
7252,1974,1
7253,7840,1
7255,573,1
7255,3222,1
7256,4491,1
7257,1086,1
7259,6474,1
7261,5473,1
7261,8370,1
7263,4007,1
7265,60,1
7265,1321,1
7267,5648,1
7268,2756,1
7269,6330,1
7270,3370,1
7271,3570,1
7271,4990,1
7273,7437,1
7275,2552,1
7276,3887,1
7277,5200,1
7278,7750,1
7279,792,1
7279,2449,1
7279,4014,1
7279,4665,1
7279,7563,1
7280,116,1
7281,5282,1
7282,964,1
7285,8371,1
7285,8641,1
7286,64,1
7287,7755,1
7288,6126,1
7289,3499,1
7289,3999,1
7290,8694,1
7291,1249,1
7292,2625,1
7292,4636,1
7292,4996,1
7293,2284,1
7293,3676,1
7293,4638,1
7293,6937,1
7294,6062,1
7294,6082,1
7295,5595,1
7296,157,1
7296,2998,1
7297,71,1
7298,1110,1
7298,2553,1
7298,8449,1
7299,375,1
7299,4334,1
7301,6988,1
7302,1892,1
7302,3870,1
7302,8297,1
7303,4165,1
7304,4802,1
7305,6202,1
7306,1308,1
7306,1990,1
7307,7610,1
7308,6825,1
7309,3248,1
7309,6854,1
7311,7538,1
7311,8069,1
7311,8588,1
7312,4238,1
7312,5025,1
7313,7931,1
7313,8258,1
7314,2398,1
7314,7848,1
7315,1395,1
7315,5541,1
7316,3071,1
7318,8960,1
7319,5281,1
7319,5454,1
7320,9009,1
7321,6171,1
7321,9077,1
7322,1631,1
7322,6165,1
7323,2802,1
7323,6262,1
7324,5324,1
7325,6556,1
7326,2171,1
7328,4235,1
7330,1212,1
7330,6064,1
7330,7033,1
7331,7111,1
7332,3155,1
7333,2067,1
7334,6059,1
7335,3709,1
7336,457,1
7336,2733,1
7339,2542,1
7339,7904,1
7340,7782,1
7340,8319,1
7342,5940,1
7342,7495,1
7343,4957,1
7343,8338,1
7344,3031,1
7345,1008,1
7346,3102,1
7347,1599,1
7348,7757,1
7348,9105,1
7349,2009,1
7352,2891,1
7352,7910,1
7353,3975,1
7354,7739,1
7354,8306,1
7356,4726,1
7358,8098,1
7359,229,1
7359,4398,1
7359,5841,1
7359,9167,1
7360,683,1
7360,3357,1
7360,4522,1
7360,7942,1
7360,9154,1
7361,426,1
7362,4064,1
7363,6536,1
7363,9034,1
7364,4447,1
7364,6248,1
7364,9054,1
7368,8958,1
7369,139,1
7371,5649,1
7371,6326,1
7372,1828,1
7372,7747,1
7373,367,1
7375,4877,1
7377,3324,1
7378,8680,1
7379,534,1
7379,2082,1
7379,7350,1
7380,4787,1
7381,4883,1
7381,4915,1
7383,825,1
7384,3828,1
7385,8781,1
7386,286,1
7387,1724,1
7388,3335,1
7388,4797,1
7388,7146,1
7389,6428,1
7390,2738,1
7392,4293,1
7393,8674,1
7394,4415,1
7394,4686,1
7395,4241,1
7395,4931,1
7396,8564,1
7398,8547,1
7399,3905,1
7399,7942,1
7400,8548,1
7400,9070,1
7401,6336,1
7403,946,1
7403,7479,1
7406,4397,1
7406,4890,1
7406,8710,1
7407,3215,1
7409,1476,1
7410,629,1
7410,1268,1
7410,1581,1
7410,2828,1
7410,4099,1
7410,4702,1
7410,5596,1
7411,3711,1
7411,6459,1
7412,321,1
7413,6679,1
7414,8423,1
7415,2645,1
7416,270,1
7416,1776,1
7416,2105,1
7417,3792,1
7418,4903,1
7419,1298,1
7419,7201,1
7420,2316,1
7422,2597,1
7422,6744,1
7422,7519,1
7423,7366,1
7424,417,1
7424,2385,1
7424,2630,1
7424,3835,1
7424,6193,1
7427,2522,1
7428,4588,1
7428,6039,1
7428,6134,1
7428,8806,1
7429,8657,1
7430,2413,1
7430,9095,1
7431,4279,1
7431,4481,1
7431,5960,1
7433,3408,1
7433,8796,1
7434,320,1
7434,5079,1
7435,8394,1
7438,1526,1
7440,3476,1
7440,6657,1
7443,2932,1
7444,6083,1
7444,8638,1
7444,8699,1
7445,648,1
7445,6715,1
7446,957,1
7447,2215,1
7447,7754,1
7448,255,1
7449,7742,1
7450,2271,1
7450,6068,1
7450,7666,1
7450,8784,1
7451,798,1
7451,3905,1
7451,4854,1
7451,6321,1
7451,6336,1
7452,2875,1
7452,4202,1
7453,5861,1
7454,5440,1
7455,7572,1
7455,8885,1
7456,8360,1
7457,98,1
7457,1242,1
7458,2368,1
7458,8065,1
7459,4342,1
7460,7929,1
7461,2022,1
7462,7015,1
7462,7612,1
7464,5564,1
7464,7495,1
7467,4342,1
7467,6633,1
7470,8023,1
7472,219,1
7472,3277,1
7473,96,1
7473,1198,1
7473,6075,1
7473,6959,1
7473,8651,1
7475,6949,1
7476,1463,1
7476,1936,1
7476,6354,1
7477,2947,1
7477,7900,1
7478,2859,1
7478,3154,1
7478,6593,1
7481,7158,1
7482,2674,1
7482,5496,1
7483,2277,1
7483,4350,1
7483,6497,1
7483,6584,1
7483,6978,1
7484,1028,1
7484,9237,1
7485,1562,1
7488,5896,1
7490,7650,1
7491,2503,1
7491,5341,1
7494,4719,1
7494,6191,1
7494,7016,1
7494,7123,1
7496,3890,1
7497,2326,1
7498,926,1
7498,8248,1
7499,4187,1
7500,1268,1
7500,2828,1
7500,5596,1
7500,5680,1
7500,5909,1
7500,6451,1
7500,6718,1
7500,7082,1
7501,4568,1
7501,5140,1
7501,7939,1
7502,1150,1
7502,4101,1
7502,6724,1
7503,5559,1
7504,970,1
7506,887,1
7506,3142,1
7506,3815,1
7507,2020,1
7507,2406,1
7507,2629,1
7507,6253,1
7507,6990,1
7508,1240,1
7508,4945,1
7508,6632,1
7508,7053,1
7509,3990,1
7509,6080,1
7510,2907,1
7510,3382,1
7510,6456,1
7510,7795,1
7511,6591,1
7513,4000,1
7514,4218,1
7514,5880,1
7515,2383,1
7515,3595,1
7515,7278,1
7517,1649,1
7517,6627,1
7518,7308,1
7519,776,1
7521,4899,1
7522,2183,1
7522,7571,1
7523,8795,1
7524,4411,1
7524,6049,1
7526,425,1
7527,6281,1
7528,2218,1
7528,4861,1
7529,1017,1
7529,2392,1
7530,8791,1
7531,4307,1
7531,6074,1
7531,7038,1
7532,4008,1
7533,2048,1
7533,7033,1
7534,6673,1
7535,5553,1
7536,4179,1
7536,5141,1
7536,5728,1
7536,6208,1
7538,7540,1
7540,2578,1
7541,7905,1
7542,3298,1
7542,6527,1
7543,5642,1
7543,9141,1
7544,4286,1
7545,3950,1
7545,6108,1
7548,6762,1
7549,224,1
7549,8780,1
7549,9035,1
7550,667,1
7551,212,1
7551,7984,1
7552,5080,1
7552,8700,1
7553,4257,1
7554,3415,1
7554,5962,1
7555,3815,1
7555,7415,1
7558,7032,1
7558,7964,1
7559,2544,1
7559,6506,1
7559,8206,1
7560,8925,1
7561,8825,1
7562,4111,1
7562,9030,1
7563,1611,1
7563,8335,1
7564,1170,1
7565,139,1
7565,360,1
7565,5783,1
7565,7404,1
7565,8393,1
7567,1938,1
7568,4935,1
7569,7879,1
7570,5277,1
7570,6401,1
7570,7355,1
7570,8133,1
7571,2558,1
7571,6891,1
7572,727,1
7573,7413,1
7573,8186,1
7574,1092,1
7574,1236,1
7574,1684,1
7575,7394,1
7577,3231,1
7577,5334,1
7577,5814,1
7577,7056,1
7578,6449,1
7579,5550,1
7580,871,1
7581,820,1
7582,1566,1
7583,1808,1
7584,4774,1
7584,7736,1
7585,3338,1
7585,3881,1
7585,7166,1
7587,5634,1
7588,355,1
7588,4989,1
7590,8430,1
7592,260,1
7592,4737,1
7592,7711,1
7593,5668,1
7594,8978,1
7595,5344,1
7595,8570,1
7596,164,1
7596,2305,1
7597,265,1
7597,2867,1
7598,6339,1
7599,6802,1
7600,7283,1
7600,7417,1
7601,4827,1
7604,663,1
7604,2201,1
7604,3914,1
7604,8192,1
7606,6465,1
7607,3203,1
7607,4678,1
7607,7149,1
7607,9124,1
7608,7336,1
7608,9210,1
7610,517,1
7610,8152,1
7611,7869,1
7612,8615,1
7613,6881,1
7616,1202,1
7617,354,1
7617,1346,1
7618,2034,1
7620,4154,1
7620,5232,1
7620,6083,1
7620,7803,1
7620,8638,1
7622,7362,1
7623,4449,1
7623,7788,1
7625,3438,1
7629,3495,1
7629,7436,1
7631,6440,1
7632,4896,1
7632,6625,1
7633,5623,1
7634,6931,1
7636,3586,1
7638,111,1
7638,1363,1
7638,3152,1
7639,1,1
7639,2909,1
7640,1355,1
7641,3037,1
7642,4050,1
7642,7950,1
7643,1811,1
7644,6499,1
7644,7075,1
7644,8213,1
7645,2324,1
7648,7272,1
7649,1785,1
7650,6811,1
7652,388,1
7652,6438,1
7652,6808,1
7653,3019,1
7654,4193,1
7654,4980,1
7655,6524,1
7658,5293,1
7659,3342,1
7659,8138,1
7660,1211,1
7660,8633,1
7661,7329,1
7662,3119,1
7663,5814,1
7663,5891,1
7666,1227,1
7666,4006,1
7668,1230,1
7669,8867,1
7672,2362,1
7673,1168,1
7673,3106,1
7674,1654,1
7674,9122,1
7675,6539,1
7676,4498,1
7676,5164,1
7677,5118,1
7678,1075,1
7679,2173,1
7679,2380,1
7679,3710,1
7680,4122,1
7680,4285,1
7681,5807,1
7682,3376,1
7687,5127,1
7688,385,1
7688,8301,1
7691,4231,1
7691,6206,1
7691,9213,1
7692,4384,1
7693,7846,1
7694,3865,1
7695,3936,1
7695,4354,1
7695,5625,1
7697,4683,1
7698,5703,1
7699,2154,1
7700,8860,1
7701,8828,1
7702,1709,1
7702,4562,1
7703,1797,1
7705,1299,1
7706,4646,1
7706,7454,1
7707,1719,1
7708,4286,1
7708,7670,1
7711,92,1
7711,260,1
7711,2724,1
7711,8022,1
7711,8336,1
7713,8205,1
7715,1943,1
7715,3753,1
7718,6156,1
7719,3887,1
7720,961,1
7720,4229,1
7720,6549,1
7723,963,1
7725,680,1
7725,5387,1
7725,7715,1
7725,9143,1
7726,3377,1
7726,3969,1
7726,8860,1
7727,7841,1
7728,7227,1
7730,4437,1
7731,129,1
7731,6066,1
7734,65,1
7735,1580,1
7740,7621,1
7741,2094,1
7742,2836,1
7743,4666,1
7744,2415,1
7745,7897,1
7746,1892,1
7746,6289,1
7747,3077,1
7748,167,1
7748,5324,1
7748,5580,1
7751,8881,1
7752,113,1
7752,3758,1
7753,5292,1
7754,409,1
7754,2514,1
7755,6877,1
7756,1379,1
7757,2777,1
7758,5503,1
7760,2431,1
7761,1770,1
7762,913,1
7762,2268,1
7762,5155,1
7762,8179,1
7767,5869,1
7768,8894,1
7770,5205,1
7771,4498,1
7772,1860,1
7775,3857,1
7777,6780,1
7777,9010,1
7778,1754,1
7778,5490,1
7781,1576,1
7781,6981,1
7783,5775,1
7785,1017,1
7785,6817,1
7786,4737,1
7786,7592,1
7787,1209,1
7787,6327,1
7789,4469,1
7791,4747,1
7792,8197,1
7792,8771,1
7793,5223,1
7794,2791,1
7796,5607,1
7797,2020,1
7800,677,1
7801,178,1
7801,7095,1
7802,6198,1
7803,3225,1
7804,3024,1
7805,3425,1
7805,4011,1
7805,9028,1
7807,6005,1
7808,8030,1
7809,3218,1
7809,5110,1
7811,648,1
7811,6715,1
7812,479,1
7813,2114,1
7813,8424,1
7816,2511,1
7816,5428,1
7817,382,1
7818,2528,1
7819,9043,1
7820,3095,1
7820,8939,1
7821,642,1
7823,5024,1
7824,2189,1
7824,2468,1
7824,5482,1
7826,5947,1
7827,7969,1
7828,5537,1
7830,7739,1
7830,8562,1
7831,4125,1
7831,4550,1
7832,6310,1
7833,5205,1
7834,5592,1
7834,6596,1
7835,1,1
7836,2431,1
7836,8922,1
7837,5687,1
7838,3804,1
7839,4068,1
7839,7345,1
7841,4672,1
7841,8521,1
7842,9203,1
7844,3484,1
7847,9217,1
7848,6827,1
7849,3583,1
7850,4386,1
7852,69,1
7853,2108,1
7853,9015,1
7855,5959,1
7856,4209,1
7856,8318,1
7857,432,1
7857,2806,1
7857,6376,1
7860,5044,1
7860,6187,1
7860,8224,1
7861,5280,1
7862,1551,1
7866,3451,1
7868,1903,1
7868,5769,1
7868,5858,1
7870,4190,1
7870,7764,1
7871,6774,1
7872,135,1
7875,1741,1
7876,1776,1
7876,5101,1
7876,5794,1
7877,3063,1
7878,9208,1
7881,6982,1
7884,1106,1
7884,4774,1
7884,4825,1
7884,7305,1
7886,2654,1
7886,3126,1
7886,5567,1
7886,6119,1
7887,5794,1
7888,4888,1
7889,3050,1
7890,993,1
7891,2109,1
7891,2766,1
7891,2920,1
7892,5340,1
7893,8857,1
7894,1612,1
7894,3907,1
7894,7009,1
7895,115,1
7896,2290,1
7897,1505,1
7898,144,1
7899,675,1
7900,7528,1
7901,6415,1
7902,5029,1
7903,564,1
7903,4504,1
7904,973,1
7905,3697,1
7906,623,1
7907,2576,1
7909,1176,1
7911,4691,1
7911,6533,1
7912,2779,1
7914,1994,1
7916,5504,1
7917,7472,1
7918,6660,1
7918,7310,1
7919,4175,1
7919,6466,1
7920,3835,1
7922,2956,1
7922,6129,1
7922,8532,1
7924,6554,1
7926,5431,1
7928,5478,1
7928,8305,1
7929,7755,1
7929,8625,1
7930,3804,1
7930,6105,1
7931,4322,1
7931,5976,1
7931,6505,1
7932,1499,1
7932,6942,1
7933,8922,1
7934,495,1
7934,6621,1
7935,7509,1
7938,1228,1
7940,1977,1
7942,683,1
7942,4557,1
7943,1478,1
7944,1657,1
7944,1992,1
7945,5215,1
7947,3348,1
7948,3504,1
7949,5287,1
7952,5535,1
7953,6575,1
7955,4816,1
7956,3197,1
7957,1009,1
7959,1930,1
7959,5801,1
7962,2264,1
7965,5289,1
7966,1588,1
7966,1994,1
7966,4206,1
7968,4636,1
7969,177,1
7969,1703,1
7970,7730,1
7972,1039,1
7972,8189,1
7973,1645,1
7973,1872,1
7973,2297,1
7973,2740,1
7973,3066,1
7973,7475,1
7974,3325,1
7974,6954,1
7974,8209,1
7975,1135,1
7977,5998,1
7978,4361,1
7978,5733,1
7979,6790,1
7979,8580,1
7979,8715,1
7981,4155,1
7981,4649,1
7982,4186,1
7982,6909,1
7982,9011,1
7983,2711,1
7984,212,1
7984,1837,1
7985,4109,1
7985,6518,1
7985,7158,1
7988,804,1
7989,4683,1
7990,6858,1
7991,716,1
7994,5256,1
7995,1573,1
7997,886,1
7997,7714,1
7997,8033,1
7997,8699,1
7998,6734,1
7999,8661,1
8001,8201,1
8004,8502,1
8006,8421,1
8007,4013,1
8008,8824,1
8009,8161,1
8010,7578,1
8011,6549,1
8013,6141,1
8013,8192,1
8014,6649,1
8014,7718,1
8015,6141,1
8018,2857,1
8018,3034,1
8018,8482,1
8019,2102,1
8021,628,1
8021,698,1
8022,1067,1
8022,1581,1
8022,4789,1
8023,4743,1
8024,400,1
8025,3434,1
8025,3881,1
8026,5453,1
8028,5930,1
8030,5648,1
8032,285,1
8032,651,1
8033,6164,1
8034,1399,1
8034,1752,1
8034,4652,1
8035,1234,1
8036,4715,1
8037,8086,1
8038,3129,1
8038,3671,1
8039,8259,1
8039,8491,1
8041,4063,1
8042,5298,1
8043,3656,1
8044,3224,1
8046,5219,1
8049,162,1
8050,7588,1
8051,7970,1
8051,8566,1
8052,6204,1
8053,8911,1
8054,5634,1
8056,1574,1
8057,5907,1
8058,7018,1
8059,1485,1
8059,1765,1
8059,6603,1
8060,7070,1
8061,6935,1
8063,605,1
8063,7179,1
8064,3567,1
8064,6377,1
8065,340,1
8066,5961,1
8068,6186,1
8070,278,1
8070,934,1
8071,1858,1
8074,2571,1
8074,8094,1
8075,1191,1
8075,6617,1
8079,7347,1
8080,3831,1
8081,2293,1
8081,5663,1
8082,546,1
8082,821,1
8083,2881,1
8083,6966,1
8083,9151,1
8084,269,1
8084,5750,1
8085,505,1
8085,723,1
8086,6263,1
8087,7659,1
8088,1155,1
8088,4721,1
8089,3628,1
8090,28,1
8090,9041,1
8092,856,1
8093,8144,1
8095,8761,1
8101,4775,1
8101,9184,1
8105,234,1
8107,1486,1
8108,5962,1
8109,4970,1
8110,7789,1
8110,8441,1
8111,259,1
8111,2652,1
8112,5441,1
8113,7116,1
8113,7957,1
8113,8798,1
8114,4825,1
8115,4102,1
8117,2109,1
8117,2694,1
8117,6725,1
8120,2204,1
8120,2423,1
8120,9006,1
8121,1565,1
8122,2375,1
8122,4061,1
8123,2176,1
8123,5896,1
8123,6120,1
8123,7125,1
8124,2496,1
8125,4892,1
8126,6007,1
8128,8931,1
8129,7449,1
8130,8596,1
8131,1333,1
8131,5827,1
8132,9233,1
8134,5152,1
8134,8451,1
8135,2623,1
8135,5851,1
8137,3510,1
8137,3640,1
8137,4394,1
8139,1264,1
8140,4583,1
8142,153,1
8142,8697,1
8143,6682,1
8144,6055,1
8145,3447,1
8145,8325,1
8148,1070,1
8149,1802,1
8150,8135,1
8151,2089,1
8151,5383,1
8152,2837,1
8157,8876,1
8159,807,1
8159,3798,1
8159,6496,1
8159,7287,1
8161,2423,1
8161,5328,1
8162,8752,1
8163,3425,1
8164,3443,1
8165,6734,1
8166,3802,1
8167,486,1
8167,2619,1
8169,7300,1
8170,1759,1
8171,2528,1
8171,4162,1
8171,7122,1
8171,7547,1
8171,7616,1
8173,7077,1
8174,4605,1
8175,2862,1
8176,1916,1
8176,4326,1
8177,8365,1
8178,3764,1
8180,6738,1
8181,7762,1
8182,629,1
8182,3533,1
8182,6234,1
8182,7410,1
8185,2634,1
8186,1600,1
8187,1323,1
8187,4793,1
8188,866,1
8189,3643,1
8189,4952,1
8189,7327,1
8191,8765,1
8193,6615,1
8194,5872,1
8195,933,1
8195,5007,1
8195,8334,1
8196,7716,1
8197,39,1
8197,987,1
8197,2894,1
8197,4277,1
8198,5880,1
8198,6956,1
8199,5972,1
8201,2247,1
8201,9058,1
8202,2136,1
8202,6473,1
8202,9151,1
8204,1670,1
8207,3629,1
8207,3692,1
8207,5409,1
8207,5961,1
8207,7630,1
8208,850,1
8208,3805,1
8209,1998,1
8210,3268,1
8211,139,1
8211,5558,1
8212,737,1
8215,1423,1
8215,3892,1
8216,3116,1
8217,2045,1
8217,2401,1
8217,5553,1
8217,6727,1
8218,4654,1
8218,6266,1
8219,8717,1
8221,2175,1
8222,5460,1
